247	службы	служба	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#174.896#175.182
248	не	не	PART	_	_	_	_	_	@dg1985-words#175.266#175.726
249	ремонтируют	ремонтировать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#175.726#176.186
250	а	а	CCONJ	_	_	_	_	_	@dg1985-words#176.487#176.735
251	просто	просто	PART	_	_	_	_	_	@dg1985-words#176.735#176.983
252	продля...	продля..ент	PROPN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#176.983#177.231
253	н	на	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@dg1985-words#177.231#177.479
254	не	не	PART	_	_	_	_	_	@dg1985-words#177.479#177.727
255	меняют	менять	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#177.727#177.975
256	точнее	точно	ADV	_	Degree=Cmp	_	_	_	@dg1985-words#177.975#178.223
257	/	/	PUNCT	_	_	_	_	_	@dg1985-words#178.223#178.471
258	ремонтируют	ремонтировать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#178.471#178.719
259	/	/	PUNCT	_	_	_	_	_	@dg1985-words#178.719#178.967
260	латают	латать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#178.967#179.215
261	/	/	PUNCT	_	_	_	_	_	@dg1985-words#179.215#179.463
262	чуть	чуть	ADV	_	Degree=Pos	_	_	_	@dg1985-words#179.463#179.711
263	ли	ли	PART	_	_	_	_	_	@dg1985-words#179.711#179.959
264	не	не	PART	_	_	_	_	_	@dg1985-words#179.959#180.207
265	каждый	каждый	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#180.207#180.455
266	год	год	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#180.455#180.703
267	а	а	CCONJ	_	_	_	_	_	@dg1985-words#188.638#188.905
268	вот	вот	PART	_	_	_	_	_	@dg1985-words#188.905#189.172
269	на	на	ADP	_	_	_	_	_	@dg1985-words#189.172#189.439
270	ваш	ваш	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#189.439#189.706
271	взгляд	взгляд	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#189.706#189.973
272	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#189.973#190.24
273	/	/	PUNCT	_	_	_	_	_	@dg1985-words#190.24#190.507
274	вот	вот	PART	_	_	_	_	_	@dg1985-words#190.507#190.774
275	из-за	из-за	ADP	_	_	_	_	_	@dg1985-words#190.774#191.041
276	чего	что	PRON	_	Case=Gen	_	_	_	@dg1985-words#191.041#191.308
277	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#191.308#191.575
278	происходит	происходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#191.575#191.842
279	/	/	PUNCT	_	_	_	_	_	@dg1985-words#191.842#192.109
280	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#192.109#192.376
281	вот	вот	PART	_	_	_	_	_	@dg1985-words#192.376#192.648
282	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#193.223#193.591
283	инфраструктура	инфраструктура	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#193.591#193.959
284	старая	старый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#193.959#194.327
285	/	/	PUNCT	_	_	_	_	_	@dg1985-words#194.327#194.695
286	что	что	PRON	_	Case=Nom	_	_	_	@dg1985-words#194.695#195.063
287	уже	уже	ADV	_	Degree=Pos	_	_	_	@dg1985-words#195.063#195.431
288	невозможно	невозможный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@dg1985-words#195.431#195.799
289	ее	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	_	_	_	@dg1985-words#195.799#196.167
290	поддерживать	поддерживать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dg1985-words#196.167#196.535
291	/	/	PUNCT	_	_	_	_	_	@dg1985-words#196.535#196.903
292	или	или	CCONJ	_	_	_	_	_	@dg1985-words#196.903#197.271
293	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#197.271#197.639
294	вот	вот	PART	_	_	_	_	_	@dg1985-words#197.639#198.007
295	такие	такой	DET	_	Case=Nom|Number=Plur	_	_	_	@dg1985-words#198.007#198.375
296	чиновники	чиновник	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dg1985-words#198.375#198.743
297	у	у	ADP	_	_	_	_	_	@dg1985-words#198.743#199.111
298	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@dg1985-words#199.111#199.479
299	эээ	эээ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#199.479#199.847
300	старые	старый	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@dg1985-words#199.847#200.215
301	/	/	PUNCT	_	_	_	_	_	@dg1985-words#200.215#200.583
302	заскорузлые	заскорузлый	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@dg1985-words#200.583#200.951
303	/	/	PUNCT	_	_	_	_	_	@dg1985-words#200.951#201.319
304	кондовые	кондовый	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@dg1985-words#201.319#201.693
305	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#214.906#215.122
306	/	/	PUNCT	_	_	_	_	_	@dg1985-words#215.122#215.338
307	ну	ну	PART	_	_	_	_	_	@dg1985-words#215.338#215.554
308	прорывает	прорывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#215.554#215.77
309	эээ	эээ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#215.77#215.986
310	/	/	PUNCT	_	_	_	_	_	@dg1985-words#215.986#216.202
311	каждый	каждый	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#216.202#216.418
312	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#216.418#216.636
313	ну	ну	PART	_	_	_	_	_	@dg1985-words#218.61#218.835
314	/	/	PUNCT	_	_	_	_	_	@dg1985-words#218.835#219.06
315	без	без	ADP	_	_	_	_	_	@dg1985-words#219.06#219.285
316	жертв	жертва	NOUN	_	Animacy=Anim|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@dg1985-words#219.285#219.51
317	/	/	PUNCT	_	_	_	_	_	@dg1985-words#219.51#219.735
318	да	д	PART	_	_	_	_	_	@dg1985-words#219.735#219.96
319	но	но	CCONJ	_	_	_	_	_	@dg1985-words#219.96#220.186
320	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#220.992#221.2
321	в	в	ADP	_	_	_	_	_	@dg1985-words#221.2#221.408
322	одном	один	NUM	_	Case=Loc|Gender=Masc	_	_	_	@dg1985-words#221.408#221.616
323	районе	район	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#221.616#221.824
324	/	/	PUNCT	_	_	_	_	_	@dg1985-words#221.824#222.032
325	то	то	SCONJ	_	_	_	_	_	@dg1985-words#222.032#222.24
326	в	в	ADP	_	_	_	_	_	@dg1985-words#222.24#222.448
327	другом	другой	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#222.448#222.656
328	районе	район	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#222.656#222.872
329	ну	ну	PART	_	_	_	_	_	@dg1985-words#223.201#223.526
330	с	с	ADP	_	_	_	_	_	@dg1985-words#223.526#223.851
331	началом	начало	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#223.851#224.176
332	отпительного	отпительный	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#224.176#224.501
333	сезона	сезон	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#224.501#224.826
334	или	или	CCONJ	_	_	_	_	_	@dg1985-words#230.46#230.795
335	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#230.795#231.13
336	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#231.13#231.465
337	особенность	особенность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#231.465#231.8
338	Питера	Питер	PROPN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#231.8#232.135
339	/	/	PUNCT	_	_	_	_	_	@dg1985-words#232.135#232.47
340	просто	просто	PART	_	_	_	_	_	@dg1985-words#232.47#232.805
341	магическое	магический	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#232.805#233.14
342	место	место	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#233.14#233.475
343	где	где	ADV	_	Degree=Pos	_	_	_	@dg1985-words#233.475#233.81
344	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#233.81#234.145
345	прорывает	прорывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#234.145#234.49
346	затапливает	затапливать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#235.851#236.218
347	площадь	площадь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#236.218#236.585
348	ленина	ленин	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#236.585#236.952
349	/	/	PUNCT	_	_	_	_	_	@dg1985-words#236.952#237.319
350	и	и	CCONJ	_	_	_	_	_	@dg1985-words#237.319#237.686
351	там	там	ADV	_	Degree=Pos	_	_	_	@dg1985-words#237.686#238.053
352	невозможно	невозможный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@dg1985-words#238.053#238.42
353	митинговать	митинговать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dg1985-words#238.42#238.787
354	например	например	ADV	_	Degree=Pos	_	_	_	@dg1985-words#238.787#239.155
355	а	а	CCONJ	_	_	_	_	_	@dg1985-words#273.035#273.493
356	чиновники	чиновник	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dg1985-words#273.493#273.951
357	разоблачают	разоблачить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#273.951#274.409
358	сталинизм	сталинизм	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#274.409#274.867
359	?	?	PUNCT	_	_	_	_	_	@dg1985-words#274.867#275.325
360	вот	вот	PART	_	_	_	_	_	@dg1985-words#275.819#276.162
361	в	в	ADP	_	_	_	_	_	@dg1985-words#276.162#276.505
362	смольном	смольный	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#276.505#276.848
363	/	/	PUNCT	_	_	_	_	_	@dg1985-words#276.848#277.191
364	в	в	ADP	_	_	_	_	_	@dg1985-words#277.191#277.534
365	районной	районный	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#277.534#277.877
366	чиновники	чиновник	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dg1985-words#277.877#278.22
367	/	/	PUNCT	_	_	_	_	_	@dg1985-words#278.22#278.563
368	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@dg1985-words#278.563#278.906
369	разоблачают	разоблачить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#278.906#279.249
370	сталинизм	сталинизм	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#279.249#279.592
371	?	?	PUNCT	_	_	_	_	_	@dg1985-words#279.592#279.936
372	ну	ну	PART	_	_	_	_	_	@dg1985-words#280.9#281.127
373	/	/	PUNCT	_	_	_	_	_	@dg1985-words#281.127#281.354
374	федеральные	федеральный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@dg1985-words#281.354#281.581
375	/	/	PUNCT	_	_	_	_	_	@dg1985-words#281.581#281.808
376	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dg1985-words#281.808#282.035
377	говорю	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#282.035#282.262
378	про	про	ADP	_	_	_	_	_	@dg1985-words#282.262#282.489
379	Питер	Питер	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#282.489#282.722
380	амм	амма	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#284.712#285.432
381	эээ	эээ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#286.585#286.966
382	смотрите	смотреть	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#286.966#287.347
383	/	/	PUNCT	_	_	_	_	_	@dg1985-words#287.347#287.728
384	следующая	следующий	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#287.728#288.109
385	история	история	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#288.109#288.49
386	которую	который	PRON	_	Case=Acc	_	_	_	@dg1985-words#288.49#288.871
387	/	/	PUNCT	_	_	_	_	_	@dg1985-words#288.871#289.252
388	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dg1985-words#289.252#289.633
389	хотел	хотеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#289.633#290.014
390	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@dg1985-words#290.014#290.395
391	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@dg1985-words#290.395#290.776
392	прокомментировали	комментировать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#290.776#291.157
393	/	/	PUNCT	_	_	_	_	_	@dg1985-words#291.157#291.538
394	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#291.538#291.919
395	обвинение	обвинение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#291.919#292.3
396	в	в	ADP	_	_	_	_	_	@dg1985-words#292.3#292.681
397	/	/	PUNCT	_	_	_	_	_	@dg1985-words#292.681#293.062
398	адрес	адрес	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#293.062#293.443
399	э	эра	X	_	Foreign=Yes	_	_	_	@dg1985-words#293.443#293.824
400	/	/	PUNCT	_	_	_	_	_	@dg1985-words#293.824#294.205
401	саратника	саратник	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#294.205#294.586
402	Юрия	Юрий	PROPN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#294.586#294.967
403	Дмитриева	Дмитриева	PROPN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#294.967#295.348
404	/	/	PUNCT	_	_	_	_	_	@dg1985-words#295.348#295.729
405	общество	общество	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#295.729#296.11
406	мемориал	мемориал	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#296.11#296.491
407	/	/	PUNCT	_	_	_	_	_	@dg1985-words#296.491#296.872
408	карелия	карелие	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#296.872#297.265
409	эээ	эээ	X	_	Foreign=Yes	_	_	_	@dg1985-words#297.627#298.277
410	эээ	эээ	X	_	Foreign=Yes	_	_	_	@dg1985-words#298.702#299.135
411	Сергей	Сергей	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#299.135#299.568
412	Колтырин	Колтырин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#299.568#300.001
413	/	/	PUNCT	_	_	_	_	_	@dg1985-words#300.001#300.434
414	Юрий	Юрий	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#300.434#300.867
415	Дмитриев	Дмитриев	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#300.867#301.3
416	/	/	PUNCT	_	_	_	_	_	@dg1985-words#301.3#301.733
417	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#301.733#302.166
418	два	два	NUM	_	Case=Nom|Gender=Masc	_	_	_	@dg1985-words#302.166#302.599
419	человека	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#302.599#303.032
420	которые	который	PRON	_	Case=Nom	_	_	_	@dg1985-words#303.032#303.465
421	занимались	заниматься	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@dg1985-words#303.465#303.898
422	/	/	PUNCT	_	_	_	_	_	@dg1985-words#303.898#304.331
423	расследованием	расследование	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#304.331#304.764
424	в	в	ADP	_	_	_	_	_	@dg1985-words#304.764#305.197
425	/	/	PUNCT	_	_	_	_	_	@dg1985-words#305.197#305.63
426	Сандармохе	Сандармохо	PROPN	_	_	_	_	_	@dg1985-words#305.63#306.063
427	/	/	PUNCT	_	_	_	_	_	@dg1985-words#306.063#306.496
428	раскопками	раскопка	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur	_	_	_	@dg1985-words#306.496#306.929
429	амм	амма	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@dg1985-words#306.929#307.372
430	эээ	эээ	INTJ	_	_	_	_	_	@dg1985-words#308.02#308.448
431	захоронений	захоронение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur	_	_	_	@dg1985-words#309.459#310.013
432	/	/	PUNCT	_	_	_	_	_	@dg1985-words#310.013#310.567
433	расстрелянных	расстрелять	VERB	_	Aspect=Perf|Case=Gen|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass	_	_	_	@dg1985-words#310.567#311.121
434	/	/	PUNCT	_	_	_	_	_	@dg1985-words#311.121#311.675
435	НКВДшниками	НКВДшника	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Plur	_	_	_	@dg1985-words#311.675#312.229
436	/	/	PUNCT	_	_	_	_	_	@dg1985-words#312.229#312.783
437	жертв	жертва	NOUN	_	Animacy=Anim|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@dg1985-words#312.783#313.337
438	политических	политический	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@dg1985-words#313.337#313.891
439	репрессий	репрессия	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@dg1985-words#313.891#314.453
440	ну	ну	PART	_	_	_	_	_	@djup1961m-words#65.26#65.551
441	со	с	ADP	_	_	_	_	_	@djup1961m-words#65.551#65.842
442	своей	свой	DET	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@djup1961m-words#65.842#66.133
443	стороны	сторона	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@djup1961m-words#66.133#66.424
444	могу	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@djup1961m-words#66.424#66.715
445	сказать	сказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@djup1961m-words#66.715#67.006
446	что	что	PRON	_	Case=Acc	_	_	_	@djup1961m-words#67.006#67.297
447	лично	лично	ADV	_	Degree=Pos	_	_	_	@djup1961m-words#67.297#67.588
448	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@djup1961m-words#67.588#67.879
449	/	/	PUNCT	_	_	_	_	_	@djup1961m-words#67.879#68.17
450	все	весь	DET	_	Case=Acc|Number=Plur	_	_	_	@djup1961m-words#68.17#68.461
451	деньги	деньги	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@djup1961m-words#68.461#68.752
452	зарабатываю	зарабатывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@djup1961m-words#68.752#69.043
453	в	в	ADP	_	_	_	_	_	@djup1961m-words#69.043#69.334
454	Москве	Москва	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@djup1961m-words#69.334#69.63
455	ну	ну	PART	_	_	_	_	_	@djup1961m-words#70.42#70.64
456	как	как	SCONJ	_	_	_	_	_	@djup1961m-words#70.64#70.86
457	/	/	PUNCT	_	_	_	_	_	@djup1961m-words#70.86#71.08
458	что	что	PRON	_	Case=Acc	_	_	_	@djup1961m-words#71.08#71.3
459	значит	значить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@djup1961m-words#71.3#71.52
460	/	/	PUNCT	_	_	_	_	_	@djup1961m-words#71.52#71.74
461	понятно	понятный	ADV	_	Degree=Pos	_	_	_	@djup1961m-words#71.74#71.96
462	/	/	PUNCT	_	_	_	_	_	@djup1961m-words#71.96#72.18
463	вот	вот	PART	_	_	_	_	_	@djup1961m-words#72.18#72.4
464	живу	жить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@djup1961m-words#72.4#72.62
465	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@djup1961m-words#72.62#72.84
466	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@djup1961m-words#72.84#73.06
467	а	а	CCONJ	_	_	_	_	_	@djup1961m-words#73.06#73.28
468	деньги	деньги	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@djup1961m-words#73.28#73.5
469	зарабатываю	зарабатывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@djup1961m-words#73.5#73.72
470	там	там	ADV	_	Degree=Pos	_	_	_	@djup1961m-words#73.72#73.944
471	да	да	PART	_	_	_	_	_	@djup1961m-words#74.077#74.375
472	/	/	PUNCT	_	_	_	_	_	@djup1961m-words#74.375#74.673
473	потому	потому	ADV	_	Degree=Pos	_	_	_	@djup1961m-words#74.673#74.971
474	что	что	SCONJ	_	_	_	_	_	@djup1961m-words#74.971#75.269
475	там	там	ADV	_	Degree=Pos	_	_	_	@djup1961m-words#75.269#75.567
476	вся	весь	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@djup1961m-words#75.567#75.865
477	деловая	деловой	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@djup1961m-words#75.865#76.163
478	жизнь	жизнь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@djup1961m-words#76.163#76.461
479	сосредоточена	сосредоточить	VERB	_	Aspect=Perf|Gender=Fem|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@djup1961m-words#76.461#76.767
480	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@djup1961m-words#77.03#77.335
481	у	у	ADP	_	_	_	_	_	@djup1961m-words#77.335#77.64
482	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@djup1961m-words#77.64#77.945
483	/	/	PUNCT	_	_	_	_	_	@djup1961m-words#77.945#78.25
484	сонный	сонный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@djup1961m-words#78.25#78.555
485	/	/	PUNCT	_	_	_	_	_	@djup1961m-words#78.555#78.86
486	райцентр	райцентр	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@djup1961m-words#78.86#79.17
487	почему	почему	ADV	_	Degree=Pos	_	_	_	@djup1961m-words#80.195#80.53
488	не	не	PART	_	_	_	_	_	@djup1961m-words#80.53#80.865
489	предпринимаются	предпринимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	_	_	_	@djup1961m-words#80.865#81.2
490	никакие	никакой	DET	_	Case=Nom|Number=Plur	_	_	_	@djup1961m-words#81.2#81.535
491	меры	мера	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@djup1961m-words#81.535#81.87
492	к	к	ADP	_	_	_	_	_	@djup1961m-words#81.87#82.205
493	ыы	ы	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@djup1961m-words#82.205#82.54
494	/	/	PUNCT	_	_	_	_	_	@djup1961m-words#82.54#82.875
495	так	так	ADV	_	Degree=Pos	_	_	_	@djup1961m-words#82.875#83.21
496	сказать	сказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@djup1961m-words#83.21#83.545
497	/	/	PUNCT	_	_	_	_	_	@djup1961m-words#83.545#83.88
